GP_Name,GP_Address,GP_LocationText,GP_LocationLink,latitude,longitude,latitude,longitude
Hazelwood Medical Practice,"31 Hazelwood Court, Kilmore, Dublin, D05  Dx88",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ua7dqkwgxekewlde9,NA,NA,53.3903095,-6.2143095
Headford Health Centre,"Galway Road, Headford, Galway, H91  Y6x4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 E0w0,NA,NA,53.4684886,-9.1066524
Headford Road Medical Clinic,"Terryland Shopping Centre, Headford Road, Galway City, Galway, H91  E0w0",Location And Directions - Google Maps,Https://Maps.app.goo.gl/7rksmqwh3c8gqjbfa,NA,NA,53.2836362,-9.046172499999999
Headfort Family Practice,"Headfort Demense, Navan Road, Kells, Meath, A82  H3c7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A75 Dy07,NA,NA,53.7247077,-6.8627183
Health Care Unit Ballybay,"Main Street, Ballybay, Monaghan, A75  Dy07",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Qumrpjfcgmjru6ml6,NA,NA,54.12907269999999,-6.9031558
Health Centre Barrack Street,"Barrack Street, Sligo Town, Sligo, F91  Y8ek",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ywydkzvothhuj3tea,NA,NA,54.2760157,-8.4741448
Health Centre Cappoquinn,"Barrack Sreet, Shanbally, Cappoquin, Waterford, P51  F96v",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D03 R8p9,NA,NA,52.1462091,-7.8439682
Henry Medical,"63 Clontarf Road, Dublin 3, Dublin, D03  R8p9",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Vf30,NA,NA,53.362443,-6.2171188
Herons Wood Medical Centre,"Herons Wood, Carrigaline, Cork, P43  Vf30",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X35 Cd73,NA,NA,51.8247879,-8.388490599999999
High Street Medical Centre,"High Street, Dungarvan, Waterford, X35  Cd73",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y21 K702,NA,NA,52.0899007,-7.6215294
Hillview Family Practice,"23 Weafer Street, Enniscorthy, Wexford, Y21  K702",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 A9d3,NA,NA,52.5016957,-6.5722467
Hoban Health,"44 Northumberland Avenue, Dun Laoghaire, Dublin, A96  A9d3",Location And Directions - Google Maps,Https://Maps.app.goo.gl/M67avrfyjny27xa6a,NA,NA,53.2906778,-6.1352144
Hollyhill Medical Centre,"St. Mary's Health Campus, Bakers Road, Gurranebraher, Cork, T23  V09x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V35 Cx70,NA,NA,51.90492150000001,-8.4999602
Hospital Medical Centre,"Coolalough, Hospital, Limerick, V35  Cx70",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Y9ak,NA,NA,52.4728134,-8.4256563
Hr Clinic,"25 Earlwood Estate, The Lough, Togher, Cork, T12  Y9ak",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D15 Tp93,NA,NA,51.8842242,-8.4876834
Huntstown Medical Centre,"Unit 5 Pinewood House, Huntstown Way, Blakestown, Dublin, D15  Tp93",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 Rk03,NA,NA,53.4002347,-6.4044489
Ibrahim Surgery,"52 Ardara Avenue, Donaghmede, Dublin, D13  Rk03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P25 V180,NA,NA,53.3963313,-6.169552899999999
Imokilly Medical Centre,"Distillery Lane, Main Street, Midleton, Cork, P25  V180",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Kw35,NA,NA,51.9133571,-8.1713487
Inchicore Family Doctors,"St. Michael's Estate, Inchicore, Dublin, D08  Kw35",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Ewf2,NA,NA,53.3385804,-6.3163842
Inchicore Medical Centre,"15 Grattan Crescent, Inchicore, Dublin, D08  Ewf2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Y93f,NA,NA,53.3403153,-6.3201927
Influmed Family Practice,"5 Cul Na Coirre, Headford, Galway, H91  Y93f",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 E8vf,NA,NA,53.4698625,-9.1128851
Inishowen Medical,"Ardaravan Square, Buncrana, Donegal, F93  E8vf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F93 Ap8c,NA,NA,55.132978,-7.4512595
Inishowen Medical,"St Columcille Village, Clonmany, Donegal, F93  Ap8c",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Ukiuasgoxngr4fbj7,NA,NA,55.2574897,-7.400968199999999
Inis Oirr Primary Care Centre,"An Tra, Inis Oirr, Galway, H91  X625",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 N990,NA,NA,53.06443429999999,-9.5139145
Inisturk Gp Surgery,"Inisturk Community Centre, Ballyvaum, Inishturk, Mayo, H91  N990",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Fx0n,NA,NA,53.70099260000001,-10.0934451
Innishannon Medical Centre,"Main Street, Innishannon, Cork, T12  Fx0n",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V92 P0ac,NA,NA,51.7646844,-8.656305999999999
Island Medical Clinic,"33 Main Street, Castleisland, Kerry, V92  P0ac",Location And Directions - Google Maps,Https://Maps.app.goo.gl/9akbpy7cbguct1rf7,NA,NA,52.2309084,-9.4637063
Ivy Clinic,"Convent Road, Listowel, Kerry, V31  Vn25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Fk5x,NA,NA,52.446829,-9.4947004
Ivyville Medical Centre,"2 Ivy Ville, Douglas Road, Cork City, Cork, T12  Fk5x",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D01 Xn35,NA,NA,51.8899111,-8.4610072
Jervis Medical Centre,"Jervis Street, Dublin, D01  Xn35",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Syvvf6he6bqentpla,NA,NA,53.3484935,-6.2665385
Jobstown Family Practice,"Fortunestown Road, Jobstown, Tallaght, Dublin, D24  K854",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P51 Pc85,NA,NA,53.27925,-6.40596
John Bourke,"Scarteen Road, Newmarket, Cork, P51  Pc85",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Fcveukbuwkwneq3k8,NA,NA,52.2202575,-9.0068096
John's Hill Medical Practice,"St Oterans Hospital Campus, John's Hill, Waterford, Waterford, X91  F65d",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 N8vp,NA,NA,52.2481546,-7.102960599999999
Johnstown Family Practice,"28 Saint John's Grove, Johnstown, Kildare, W91  N8vp",Location And Directions - Google Maps,Https://Maps.google.com/?Q=C15 H018,NA,NA,53.2360683,-6.618614699999999
Johnstown Group Practice,"Oldtown Road, Johnstown, Navan, Meath, C15  H018",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A96 W248,NA,NA,53.6250025,-6.6055531
Johnstown Medical Centre,"107a Johnstown Road, Glenageary, Cabinteely, Dublin, A96  W248",Location And Directions - Google Maps,Https://Maps.google.com/?Q=X91 Yn3c,NA,NA,53.2690435,-6.1452244
Johnstown Medical Centre,"68 Johnstown, Waterford City, Waterford, X91  Yn3c",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A92 E3wy,NA,NA,52.2554119,-7.110318500000001
John Street Surgery,"John Street, Ardee, Louth, A92  E3wy",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D11 Yk5n,NA,NA,53.845193,-6.5577952
Jpm Chambers,"167 Glasnevin Avenue, Glasnevin North, Dublin, D11  Yk5n",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D07 Rck4,NA,NA,53.3901835,-6.2784301
Kajarmed Med Family Clinic Limited,"263 Navan Road, Ashtown, Dublin, D07  Rck4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Kxi9uqbengnyqysl9,NA,NA,53.3679467,-6.3177257000000004
Keadue Medical Practice,"Keadue, Boyle, Roscommon, F52  Nh70",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Athssqvxujdpedan9,NA,NA,54.0546035,-8.1440397
Kearon & Mccormick Medical Practice,"Clonbrusk, Athlone, Westmeath, N37  P8p8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A82 D6p5,NA,NA,53.4334257,-7.941830499999999
Kells Medical,"Church Street, Kells, Meath, A82  D6p5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 P959,NA,NA,53.7275124,-6.8783015
Kelly Henry Medical Centre,"Knock Road, Castlerea, Roscommon, F45  P959",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 Nw84,NA,NA,53.769605,-8.5109978
Kelly Medical Centre,"Barnhall, 39 Celbridge Road, Leixlip, Kildare, W23  Nw84",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E32 T922,NA,NA,53.36250709999999,-6.4993596
Kickham Street Medical Centre,"33 Kickham Street, Carrick-On-Suir, Tipperary, E32  T922",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Xp26,NA,NA,52.3482287,-7.4143849
Kilbeggan Medical Centre,"Mullingar Road, Kilbeggan, Westmeath, N91  Xp26",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Her35wsswy7chynu8,NA,NA,53.3689696,-7.497413300000001
Kilcock Medical Centre,"Commons West, Kilcock, Kildare, W23  Xy89",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Bkk5zquxzdwggnrta,NA,NA,53.3992768,-6.6784544
Kilconnell Health Centre,"Kilconnell, Ballinasloe, Galway, H53  Pk50",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R42 Da25,NA,NA,53.3327098,-8.3977241
Kilcormac Medical Centre,"Derrinboy Road, Kilcormac, Offaly, R42  Da25",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R56 Kp96,NA,NA,53.171114,-7.7254425
Kilcullen Family Practice,"12 Main Street, Kilcullen, Kildare, R56  Kp96",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Hk3r3jpapqpxhmvi6,NA,NA,53.13079,-6.744694900000001
Kildare Medical Centre,"Dublin Road, Kildare, Kildare, R51  Rx51",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Dp82,NA,NA,53.1552567,-6.8883549
Kilkee Medical Centre,"Chapel Street, Kilkee, Clare, V15  Dp82",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zu7fnwvffzcevxvv7,NA,NA,52.67896,-9.64653
Kilkelly Medical Centre,"Ballaghadereen Road, Kilkelly, Galway, F35  A092",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 Wk0e,NA,NA,53.872133,-8.8468889
Kilkenny Medical Centre,"Garrison House, John's Green, Highhays, Kilkenny, R95  Wk0e",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 T0h2,NA,NA,52.6551941,-7.2469203
Killaloe Family Practice,"2 Rygan House, Shantraud, Killaloe, Clare, V94  T0h2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 Hw28,NA,NA,52.8042451,-8.448089099999999
Killarney Gp Medical Centre,"6b Scotts Street, Esat Avenue Road, Killarney, Kerry, V93  Hw28",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 Ckd7,NA,NA,52.058513,-9.505512
Killarney Medical Centre,"47 New Street, Killarney, Kerry, V93  Ckd7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P36 C780,NA,NA,52.0585429,-9.514763799999999
Killeagh Medical,"The Old Barracks, Church View, Killeagh, Cork, P36  C780",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Dnt2,NA,NA,51.9430072,-7.992085400000001
Killeen Medical Centre,"121 Lower Friars Walk, Ballyphehane, Cork, T12  Dnt2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E41 K6n6,NA,NA,51.8809367,-8.479019
Killenaule Surgery,"Fethard Road, Killenaule, Tipperary, E41  K6n6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W91 W866,NA,NA,52.5632619,-7.6712545
Kill Medical Centre,"Embassy Business Park, Kill, Kildare, W91  W866",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V93 N283,NA,NA,53.24521559999999,-6.601251899999999
Killorglin Medical Centre,"Market Street, Killorglin, Kerry, V93  N283",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Yk11,NA,NA,52.107177,-9.7859899
Killucan Health Centre,"Rathwire, Killucan, Westmeath, N91  Yk11",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F94 Y9tv,NA,NA,53.5093902,-7.145489899999999
Killybegs Family Health Centre,"Harbour View Court, Shore Road, Killybegs, Donegal, F94  Y9tv",Location And Directions - Google Maps,Https://Maps.google.com/?Q=A94 Kd78,NA,NA,54.6353538,-8.4449174
Kilmacud Medical Centre,"26 Lower Kilmacud Road, Stillorgan, Dublin, A94  Kd78",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D08 Hf80,NA,NA,53.288823,-6.2078577
Kilmainham Medical Centre,"632 South Circular Road, Dublin, D08  Hf80",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R95 W7xn,NA,NA,53.3391252,-6.3027176
Kilmoganny Health Centre,"Mill Street, Kilmoganny, Kilkenny, R95  W7xn",Location And Directions - Google Maps,Https://Maps.google.com/?Q=P43 Vy30,NA,NA,52.4642302,-7.3231477
Kilmoney Clinic,"Kilmoney Road Lower, Carrigaline, Cork, P43  Vy30",Location And Directions - Google Maps,Https://Maps.google.com/?Q=Y25 T3c6,NA,NA,51.8114219,-8.3993484
Kilmuckridge Surgery,"Dornsland, Kilmuckridge, Wexford, Y25  T3c6",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V94 Dxy8,NA,NA,52.50777249999999,-6.2920762
Kilmurry Medical Centre,"Unit 26a Whitethorns, Briarfield, Castletroy, Limerick, V94  Dxy8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=R32 X01r,NA,NA,52.6669125,-8.5552759
Kilnacourt Surgery,"Kilnacourt House, Bracklone Street, Portarlington, Laois, R32  X01r",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Epc8,NA,NA,53.15629509999999,-7.181647799999999
Kilrainey Medical Centre,"Gortyloughlin, Moycullen, Galway, H91  Epc8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 E677,NA,NA,53.3390211,-9.1814065
Kilronan Health Centre,"Lower Kilronan, Inismore, Aran Islands, Galway, H91  E677",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 Xw83,NA,NA,53.118210500000004,-9.6736877
Kilrush General Practice,"Merchants Quay Business Quarter, Frances Street, Kilrush, Clare, V15  Xw83",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V15 K446,NA,NA,52.6364336,-9.4900709
Kilrush Medical Centre,"Toler Street, Kilrush, Clare, V15  K446",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 C6w7,NA,NA,52.6383521,-9.4875712
Kiltimagh Medical Centre,"Walshtown, Kiltimagh, Mayo, F12  C6w7",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D12 A4vf,NA,NA,53.854174,-8.994273699999999
Kimmage Medical Centre,"202 Kimmage Road West, Kimmage, Dublin, D12  A4vf",Location And Directions - Google Maps,Https://Maps.app.goo.gl/8shtwhtvxeo2t42q7,NA,NA,53.3164951,-6.316595899999999
Kingscourt Surgery,"Kells Road, Kingscourt, Cavan, A82  R2v8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D13 Nw18,NA,NA,53.8993845,-6.8155878
Kingsford Medical Centre,"Unit 6kingsford Cross, Strand Road, Portmarnock Dublin, Dublin, D13  Nw18",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Pzrjeavm6crdkwng9,NA,NA,53.4253165,-6.131869
King's Island Medical Centre,"Island Road, Kings Island, Limerick, V94  T2rf",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Ch29,NA,NA,52.6706828,-8.6227305
Kingston Medical Centre,"Unit 4, Kingston Hall, Knocknacarra Galway, Galway, H91  Ch29",Location And Directions - Google Maps,Https://Maps.google.com/?Q=N91 Xn79,NA,NA,53.2628158,-9.1025671
Kinnegad Family Practice,"Unit 1 The Shopping Centre, Main Street, Kinnegad, Westmeath, N91  Xn79",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Jd7um2tdo1tqjehm7,NA,NA,53.4558641,-7.1022088
Kinnegad/Killucan General Practice,"Main Street, Kinnegad, Westmeath, N91  Px33",Location And Directions - Google Maps,Https://Maps.app.goo.gl/B52zmz9w6qbandqm8,NA,NA,53.45393,-7.0983536
Kinsale Medical Centre,"Kinsale Quarter, New Road, Kinsale, Cork, P17  Ry11",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K67 F683,NA,NA,51.7096949,-8.5197477
Kinsealy Medical Centre,"20 The Rise, Melrose Park, Kinsealy, Dublin, K67  F683",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 He2y,NA,NA,53.4459354,-6.2021117
Kinvara Clinic,"Kinvara, Galway, H91  He2y",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Rxwmewqdhxukgn9z5,NA,NA,53.1378873,-8.9460328
Kirkfield Clinic,"Level 3 And 4, Grove Court Primary Care, Grove Road, Blanchardstown, Dublin, D15  Hnt2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Ndc2,NA,NA,53.3915273,-6.3937765
Knight's Hill Medical Centre,"Old Youghal Road, Mayfield, Cork, T23  Ndc2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=D16 Ea36,NA,NA,51.9113729,-8.4422311
Knocklyon Medical,"Unit 19/20 Knocklyon Shopping Centre, Idrone Avenue, Knocklyon, Dublin, D16  Ea36",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F12 Pa03,NA,NA,53.2829999,-6.317812699999999
Knock Medical Centre,"Churchfield, Knock, Mayo, F12  Pa03",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 X680,NA,NA,53.784378,-8.9190434
Knocknacarra Family Care,"1 Ashleigh Grove, Ballymoneen Road, Knocknacarra, Galway, H91  X680",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H91 Tkf3,NA,NA,53.2648839,-9.116855
Knocknacarra Medical Centre,"Fearnóg, Clybaun Road, Knocknacarra, Galway, H91  Tkf3",Location And Directions - Google Maps,Https://Maps.google.com/?Q=E34 W983,NA,NA,53.2673254,-9.107351999999999
Kylecourt Clinic,"Blind Street, Tipperary Town, Tipperary, E34  W983",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F26 R9k5,NA,NA,52.4750553,-8.1589761
Lahardane Medical Centre,"7 Church View, Lahardane, Ballina, Mayo, F26  R9k5",Location And Directions - Google Maps,Https://Maps.google.com/?Q=V95 A56d,NA,NA,54.02923209999999,-9.3199534
Lahinch Medical Centre,"4 Bay Links View, Station Road, Lahinch, Clare, V95  A56d",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Gawmuzpsxukn7af56,NA,NA,52.9316799,-9.343705199999999
Lakelands Medical Practice,"Kilmaine Road, Ballinrobe, Mayo, F31  Rw66",Location And Directions - Google Maps,Https://Maps.google.com/?Q=H62 Hp92,NA,NA,53.6172786,-9.2180593
Lakeshore Medical Centre,"Barrack Street, Loughrea, Galway, H62  Hp92",Location And Directions - Google Maps,Https://Maps.app.goo.gl/E9blqse7t8ckzcdya,NA,NA,53.19762,-8.56974
Lakeside Family Practice,"Old Golf Links Road, Kilkenny City, Kilkenny, R95  Hac4",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F45 K293,NA,NA,52.6620885,-7.2411363
Lakeview Medical Centre,"Creggs Road, Glenamaddy, Galway, F45  K293",Location And Directions - Google Maps,Https://Maps.google.com/?Q=K56 Nr02,NA,NA,53.6048955,-8.5545769
Lambay Family Practice,"Mary's Cottage, 7 Upper Main Street, Rush, Dublin, K56  Nr02",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T12 Vf9f,NA,NA,53.5220516,-6.0918601
Langford Hall Medical Centre,"12 Langford Row, Off Infirmary Road, Ballintemple, Cork, T12  Vf9f",Location And Directions - Google Maps,Https://Maps.app.goo.gl/H6efntice1mldnmq9,NA,NA,51.8926665,-8.467476999999999
Laurencetown Health Centre,"Main Street, Laurencetown, Galway, H53  Xn73",Location And Directions - Google Maps,Https://Maps.google.com/?Q=T23 Kdh2,NA,NA,53.2361675,-8.1809128
Leemed Clinic,"99 Shandon Street, Cork City, Cork, T23  Kdh2",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Zgdaixupjqxkuveda,NA,NA,51.90341369999999,-8.478305200000001
Leighlinbridge Health Centre,"Leighlinbridge, Leighlinbridge, Carlow, R93  D5f2",Location And Directions - Google Maps,Https://Maps.google.com/?Q=W23 K6w4,NA,NA,52.7359395,-6.9803246
Leixlip Family Practice,"276 River Forest, Leixlip, Kildare, W23  K6w4",Location And Directions - Google Maps,Https://Maps.app.goo.gl/Wegqfrz1fdkentsz7,NA,NA,53.3721335,-6.4883644
Letterkenny Doctors,"Pearse Road, Letterkenny, Donegal, F92  Dpx8",Location And Directions - Google Maps,Https://Maps.google.com/?Q=F92 Nht0,NA,NA,54.9491262,-7.7340991
